"address","type","text","date","compensation","link"
"[""\n        "",""\nSince 1983, Express Employment Professionals has been helping people find work. We currently have a Front Office Coordinator position opening available at our Carlsbad location. Join our mission to put a million people to work annually!"",""\n"",""\nAs a Front Office Coordinator, you will help explain to guests and job seekers the Express hiring process, receive applications, and schedule interview appointments. "",""\n"",""\n"",""\nThe main goal of the Front Office Coordinator is to make sure guests, customers, and clients receive professional service and attention. The Front Office Coordinator connects inbound phone calls to other staff, and handles call-in inquiries about Express. Posting job ads online and on social media sites is also a common activity. \n"",""\n"",""\n"",""\n"",""\n"",""\n"",""\n"",""\nHelping people motivates you. "",""\n"",""\nYou see the potential in every person and situation, and respond to situations while considering others first.   "",""\n"",""\nYou are attentive, responsive, and can take control of situations. Your friends would describe you as social and say helping the community is important to you."",""\n"",""\nYou are comfortable in an office environment, expect professional results, and desire to solve problems. "",""\n"",""\nYou are driven by a fast pace and change."",""\n"",""\nReply to this posting with your resume.    ""]","full-time","Bilingual Office Assistant to Support FAST Paced Office","2018-04-18 14:09","$13/hr","https://sandiego.craigslist.org/nsd/ofc/d/bilingual-office-assistant-to/6564940229.html"
"[""\n        "",""\nThis is a staffing position working with Xerox."",""\n"",""\nBasic Job Functions:"",""\n-- Operate high volume printers and copiers "",""\n-- Operate basic office equipment (printer, copier, fax)"",""\n-- Point of contact to receive, review and electronically log customer jobs "",""\n-- File/document conversion (utilizing standard software)"",""\n-- Operate standard finishing equipment (e.g. paper cutters, inserters, laminating, and hole punchers)"",""\n-- Perform basic quality inspection before, during and after output of each production run"",""\n-- Ability to lift up to 50 pounds "",""\n"",""\nSkills: "",""\n-- Basic use of MS Office, sufficient to maintain reporting in Excel; web access knowledge and Internet skills"",""\n-- Able to demonstrate ability to use internet explorer for web browsing, send documents to preconfigured printer "",""\n-- Able to demonstrate business maturity and professionalism "",""\n"",""\nEducation/Experience:"",""\n-- Minimum: High School Diploma or equivalent"",""\n-- Experience in a Legal environment (minimum 1 year) "",""\n-- 5+ years of relevant experience"",""\n"",""\nOther requirements:"",""\nMust pass background check for felonies and misdemeanors"",""\nMust pass drug test    ""]","full-time","Print Production-Legal","2018-04-18 14:16","$17.00","https://sandiego.craigslist.org/csd/ofc/d/print-production-legal/6564947121.html"
"[""\n        "",""\nEntry Level Payroll Specialist Assistant Needed"",""\nPart Time, Temporary, start immediately"",""\n3 days per week, Wednesday - Friday"",""\n5 hours per day, between 10am -3pm"",""\nPay discussed upon interview"",""\nWill train the right candidate - Entry Level position"",""\n"",""\nCandidate must:"",""\nHave a positive attitude"",""\nWork well with the team"",""\nHave the ability to accurately decipher between similar names and numbers"",""\n"",""\n"",""\nConstruction company is seeking an entry level payroll specialist to join our team.  Some duties include:"",""\nWork as a part of our team entering payroll data accurately to company budget and payroll system"",""\nAssist with weekly check processing and mailing"",""\nAssist with weekly Union form processing"",""\nAssist with electronic record filing"",""\nAssist with answering phones"",""\nAssist with periodic system updates"",""\n"",""\nPlease Send Resume by email for consideration.  No phone calls please."",""\n    ""]","part-time","Payroll Assistant - Part Time, Temporary","2018-04-18 14:24","discussed upon interview","https://sandiego.craigslist.org/nsd/ofc/d/payroll-assistant-part-time/6564955404.html"
"[""\n        "",""\nThis is an exciting opportunity for a professional individual with a legal administrative background.  The primary responsibilities will include assisting in preparing drafts from form or template contracts for review by in-house legal counsel, making amendments and revisions to existing agreements under the supervision of legal counsel, as well as other various administrative functions as needed. "",""\nThis is a part-time opportunity (approximately 20 hours per week) for someone that has the drive to learn more about the formation of legal agreements as well as learn more about the industry in personal development and coaching.  The ideal candidate for this job will be able to handle multiple projects at a time, as well as work as part of a team and will possess excellent MS Office Skills; especially Word and Excel."",""\n"",""\nQualified candidates please submit your resume for immediate consideration.    ""]","part-time","Legal Administrative Assistant (Part Time)","2018-04-18 15:06","$22-24/hr doe","https://sandiego.craigslist.org/csd/ofc/d/legal-administrative/6564995696.html"
"[""\n        "",""\n"",""\n"",""\nWe make living a healthy lifestyle simple, but how we do it is a far better story. When we say we create brands, we mean we actually dream them up and turn them into ecommerce sensations by managing everything in house."",""\n"",""\nWe do it all from research & development, manufacturing, design, branding, marketing, media, sales, and customer service, for every brand we create. It may seem like a mouthful, but we don't want anything to slow us down, hinder our agility, or tarnish our customer experience, and the best way to do that is to do it yourself. We're not an agency, we don't have clients, we simply create, manage, and own everything we touch."",""\n"",""\n"",""\n• Top 50 Best Workplaces in America - Inc. Magazine"",""\n• Best Places to Work 2016 & 2017 - San Diego Business Journal"",""\n"",""\n"",""\n"",""\n"",""\nDo you have amazing people skills, are great at multi-tasking, and can coordinate a variety of tasks? Smashtech is one of the fastest growing companies in San Diego and we're looking for an Administrative Assistant who can start right away!"",""\n"",""\nYou will be assisting with handling the front desk, maintaining the flow of the office, ordering office supplies, and assisting our Office Supervisor with various projects and tasks. You will also be performing administrative duties for other supervisors as needed."",""\n"",""\nThis is a great opportunity to start working in a fast-paced and growing company with an amazing culture! Perfect for a hard-working college student! "",""\n"",""\n"",""\n"",""\n"",""\n• Organize and schedule meetings and appointments for new hires and select vendors"",""\n• Support recruiting efforts by posting jobs on GoogleHire, Wufoo, Craigslist, and other job posting sites"",""\n• Answer and direct phone calls and respond to emails from key vendors"",""\n• Assume responsibility for maintenance of office equipment"",""\n• Manage office supplies and ensure the kitchen and pantry are always well-stocked "",""\n• Plan, research and book travel arrangements for company travel, monthly socials, and outings. • Manage our weekly company catered lunches"",""\n• Submit and reconcile expense reports"",""\n• Be the face of the company and make visitors feel the Smashtech hospitality "",""\n• Find creative ways to engage employees and keep the company culture "",""\n"",""\n"",""\n"",""\n• Proven experience as an administrative assistant"",""\n• Knowledge of office management systems and procedures"",""\n• Working knowledge of office equipment, like printers and fax machines"",""\n• Proficiency in MS Office "",""\n• Excellent time management skills and the ability to prioritize work"",""\n• Attention to detail and problem solving skills"",""\n• Excellent written and verbal communication skills"",""\n• Strong organizational skills with the ability to multi-task"",""\n"",""\n"",""\n"",""\nWorking for a promising company is a rare opportunity, one we consider a lifestyle choice rather than a job choice. Our positions are challenging, but they come with amazing advantages and fulfillment to those who earn them. If you bring your 'A-game' to the table, here's what we can give you: "",""\n"",""\nHighly competitive salary and benefits"",""\nHealth benefits with 50% employer contribution (Medical, Dental, Vision)"",""\nFlexible paid time off"",""\nFlexible working hours"",""\nFully-paid company vacation"",""\n401k with 4% employer match"",""\nCompany discount on Apple products"",""\nFree, fully-stocked pantry with food, drinks, and snacks to keep you fueled all day long"",""\nFree monthly parking"",""\nFree gym membership to Fit Athletic Club"",""\nFree catered lunches on Fridays"",""\nFree monthly social activities"",""\n"",""\n"",""\n"",""\n"",""\n"",""\n"",""\n"",""\n"",""\n"",""\n    ""]","full-time","WANTED: Administrative Assistant for one of INC Top 50 Workplaces","2018-04-18 15:12","DOE","https://sandiego.craigslist.org/csd/ofc/d/wanted-administrative/6565000683.html"
"[""\n        "",""\nJob Title -Receptionist: looking to hire a part time and full time"",""\n"",""\nWell established Assisted Living facility in Fallbrook is seeking a receptionist."",""\n"",""\nJOB SUMMARY:  Operates multi-line telephone system, answers incoming calls and directs calls to appropriate personnel by performing the following duties. "",""\n"",""\nQualifications:"",""\n•\tMust be at least 18 years of age.  "",""\n•\tMust be able to read, write and speak English fluently"",""\n•\tAbility to work well with others"",""\n•\tEnjoy working with senior citizen"",""\n•\tAbility to take directions from Supervisor and follow through to completion with task."",""\n•\tMust test negative for TB as required by Department of Social Services"",""\n•\tPass criminal background clearance as required by Department of Social Services"",""\n•\tHave a pre-employment physical as required by Department of Social Services"",""\n•\tMust be able to pass a Drug Screening Test"",""\n"",""\n"",""\nPlease apply in person    ""]","full-time","Reception night shift: part time and full time","2018-04-18 15:36","doe","https://sandiego.craigslist.org/nsd/ofc/d/reception-night-shift-part/6565021217.html"
"[""\n        "",""\nWe are looking to hire a administrative assistant to work at our integrative health clinic in Leucadia 3-4 days per week. Must be available to work on Saturdays. "",""\n"",""\nWe are a thriving integrative health clinic with two naturopathic doctors, massage therapist, and acupuncturist. We are looking for someone with strong communication skills, computer skills, and a great attitude! Daily responsibilities include but are not limited to: patient care, measuring vitals, check-in and check-out, inventory, and more. "",""\n"",""\nHourly rate is based on experience. "",""\n"",""\nThank you for your interest!    ""]","full-time","Looking for full-time Admin Assistant","2018-04-18 16:02","Hourly rate is based on experience.","https://sandiego.craigslist.org/nsd/ofc/d/looking-for-full-time-admin/6565043250.html"
"[""\n        "",""\nEstablished commercial real estate/property management group serving San Diego investors for over 20 years is in need of a Part-time Admin Assistant with bookkeeping experience for their Kearny Mesa office.  Part-time shift of 20-25 hours per week.  Position available immediately! "",""\n"",""\n"",""\n"",""\n"",""\nTemporary part-time schedule initially (20-25 hours per week) with potential for increase in hours later.  Part time schedule will be 4-5 hours per day between 8am and 5pm (exact shift is flexible) working Monday-Friday (all 5 days)."",""\n"",""\n"",""\nThis is a long-term temporary position paying $17.00-$18.00 per hour DOE."",""\n"",""\nPlease reply ASAP to submit your resume!  You can also email "",""    ""]","part-time","Part Time Admin Assistant with Bookkeeping exp - to $18.00/hr","2018-04-18 16:02","$17-$18/hr DOE","https://sandiego.craigslist.org/csd/ofc/d/part-time-admin-assistant/6565043476.html"
"[""\n        "",""\nImmediate opening with established company in Poway, having served San Diego county for over 20 years!  This fun, friendly & professional team is seeking an \""Operations/Dispatch Assistant\"" with immediate availability. Superior customer service is the most important aspect of their business and so while this position is focused on scheduling and operations support, an outstanding customer service focus is required; maintaining a 'smile' in your service at all times."",""\n"",""\n"",""\n"",""\n"",""\n"",""\n"",""\n"",""\n"",""\nFull-time, Temp-to-Hire position paying $16.00-$17.00 per hour (dependent on previous experience) plus full benefits upon hire."",""\n"",""\n"",""\nMonday-Friday 7:30am-4:30pm shift. Office located in Poway. Casual dress code perk!"",""\n"",""\n"",""\n"",""\nPlease reply ASAP to submit your resume. You can also email to "",""    ""]","full-time","Admin Assistant - Operations/Dispatch. $16.00-17.00/hour","2018-04-18 16:13","$16-17/hour DOE","https://sandiego.craigslist.org/csd/ofc/d/admin-assistant-operations/6565051548.html"
"[""\n        "",""\nGENERAL JOB  DESCRIPTION"",""\n "",""\nThe primary duty of the Administrative Assistant Manager is to augment the work of the Portfolio Manager by providing assistance, contact for and instruction to any on-site personnel and vendors that may periodically be scheduled to perform services and to interact with homeowners to administer the violation policies for enforcement of the HOA's Rules and Regulations, or maintenance items needing attention.  "",""\n "",""\nThe Administrative Assistant Manager must be attentive to detail, be familiar with Word and Excel, "",""\nOutlook, Jenark, type 40 words per minute minimum and other general clerical skills. The duties include assisting the Portfolio Manager with various tasks as needed, answering and returning calls, emails, assisting homeowners, preparing correspondence, reports and other general office duties.  "",""\n "",""\nThe Administrative Assistant Manager must work independently after completing their probationary period and demonstrate a full understanding of each HOA client's operational procedures and CC&R enforcement responsibilities.   "",""\n"",""\n The Administrative Assistant Manager must demonstrate superior customer service both internally and externally, adhere to all company policies and procedures including our Safety programs, participate in good team interaction. Timely response is expected within 24 hours. "",""\n"",""\n\t\t\t\t\t"",""\nRequirements"",""\n"",""\nTASK AND DUTIES"",""\n "",""\nThe Administrative Assistant Manager serves as the primary contact for unit residents and will distribute and/or post notices for the Board and Management."",""\n "",""\n Create punch lists from property walk-through inspection notes; creating maintenance work orders and/or arrange for immediate repairs as needed.  Generate a monthly Jenark report."",""\n "",""\n "",""\nSchedule repair work and notify all residents as needed."",""\n "",""\n "",""\nWrite all violation letters notating violation details (unit # and description of violation) requesting compliance with the HOA Rules and Regulations.  Generate a monthly Jenark report. The Administrative Assistant Manager is responsible for making decisions on how to address reports of violations of the HOA's Rules and Regulations."",""\n "",""\n Write general correspondence including newsletters, notices, and homeowner requests.  Generate a monthly report."",""\n "",""\n Assist the Portfolio Manager in preparing Board meeting packages by including copies of open and closed work order reports, violation summary reports, correspondence reports, minutes, arrears summary reports."",""\n "",""\n The Administrative Assistant Manager will assist in reviewing HOA websites to ensure they are updated with current approved information and will post all uploads to HOA  website monthly."",""\n  "",""\nMaintain electric and permanent paper filing system including all correspondence (sent & received) by using the current filing procedure."",""\n "",""\n Assist the Portfolio Manager in preparing annual disclosures and completion of annual procedures; Year End Packages and Year End file purging."",""\n "",""\nOn occasion and/or as directed by the portfolio manager or supervisor substitute for property inspections, board meetings and participate in Emergency after hours on call program."",""\n "",""\n\t\t\t\t"",""\nJob Information"",""\n"",""\nLocation: San Diego, California, 92123, United States  "",""\n"",""\n"",""\nMin Education: H.S. Diploma/Equivalent "",""\n"",""\nMin Experience: 1-2 Years "",""\n"",""\nRequired Travel: 5-10%"",""\n"",""\nSalary:  DOE "",""\n"",""\nBenefits "",""\n1. Compensation: DOE "",""\n2. Benefits are available for full time & non-probation employees, medical/dental/vision + 401K after eligibility period, Aflac, paid holidays, paid vacations    ""]","full-time","Administrative Assistant","2018-04-18 16:53","DOE","https://sandiego.craigslist.org/csd/ofc/d/administrative-assistant/6565083865.html"
"[""\n        "",""\nABOUT US: "",""\n"",""\nWe are a DME company in the Kearny Mesa area servicing patients in all of San Diego County. Due to a recent increase in volume we are now actively searching for an office assistant/Customer Service representative to join our team."",""\n"",""\n"",""\nPosition Summary: "",""\nThe primary focus of the job is calling our CPAP patients to get them the replacement supplies they need for their therapy, and providing excellent customer service to go with them.  To supply a patient also often requires speaking with insurance companies, basic computer skills, and a small amount of salesmanship. Attention to detail must be exercised when speaking to customers and data entry.  On top of common sense in a warehouse environment, the ideal candidate must possess good customer service and problem solving skills. "",""\n"",""\n"",""\n"",""\nFull Time 8:00am-5:00pm M-F Days can be arranged upon hire (Starting at $12.50 - $13.50 DOE)"",""\n"",""\nJob Duties Include (but are not limited to): "",""\n"",""\no\tMaking and receiving phone calls."",""\no\tData entry."",""\no\tSome minimal lifting is required "",""\no\tAssist in shipping and receiving when needed."",""\n"",""\nQualifications:  "",""\no\tEnthusiastic, flexible, a team player with a strong work ethic "",""\no\tAccurate, attention to detail a must "",""\no\tMust be very comfortable with the internet and using email   "",""\no\tAbility to multi-task "",""\no\tGood communication, customer service, and time management skills"",""\no\tWord and Excel proficient "",""\n"",""\n"",""\nPlease send resume and reference Customer Service in subject line."",""\n    ""]","full-time","Durable Medical Equipment Customer Service Representative","2018-04-18 17:13","$12.50 to $13.50","https://sandiego.craigslist.org/csd/ofc/d/durable-medical-equipment/6565098837.html"
"[""\n        "",""\nSmall but busy family run business looking for clerical/general office worker.  Must have good computer skills and type at least 55 words per minute.  Must be able to multi task and be very attentive to detail and accuracy.  The ability to manage multiple phone lines in a professional manner is necessary.  "",""\n"",""\nFull time with benefits.  Please email resume.    ""]","full-time","CLERICAL/GENERAL OFFICE","2018-04-18 17:13","TBD","https://sandiego.craigslist.org/csd/ofc/d/clerical-general-office/6565099203.html"
"[""\n        "",""\nClassic Cuts Barber Shop in Mission Valley is currently seeking a professional, friendly and energetic person to fill our front desk position.  Join our team of talented barbers. Job duties and requirements are: Greet each client, answer calls,  manage barbers appointments, handle cash register, and help maintain a clean and professional environment. "",""\n"",""\n  Starting at $13.00 per hour "",""\n"",""\n  Please email resume    ""]","full-time","Barber Shop Receptionist/Front Desk Wanted","2018-04-18 17:35","hourly","https://sandiego.craigslist.org/csd/ofc/d/barber-shop-receptionist/6565114342.html"
"[""\n        "",""\nThanks for checking out our ad!"",""\n"",""\nWe are Tranquil Home, an eco-friendly housekeeping agency. We have been in business for 6 years, and our office is located in Ocean Beach. Check us out here: www.tranquilhome.net. or "",""\n"",""\nWe are looking for part-time (or full-time) house cleaners. "",""\nWe do residential housekeeping only. "",""\nThe pay is weekly on Tuesdays."",""\nYou can choose your OWN schedule, and distance you want to drive."",""\nPlease note *******this is a 1099/Independent Contractor Position****NOT an employee position (= no uniforms, no training, no taxes taken out of your checks, no workman's comp, etc.)"",""\n20 hours + per week = $15 per hour + TIPS for standard cleanings and $19 per hour + TIPS for deep cleanings (Spring Cleans, Move in/ Move outs.)"",""\n"",""\nWe are looking for the following:"",""\n"",""\nIndividuals that have their OWN vehicle, valid driver's license, and car insurance"",""\nReliable/ non-flakey cleaners that are really want to work"",""\nSomeone with attention to detail that takes pride in their work"",""\nFriendly, easy to work with, w/ great customer service skills"",""\nPresentable (please no face/neck tattoos)"",""\nSomeone who is knowledgeable in what constitutes \""eco-friendly\"" in regards to cleaning products"",""\n"",""\nIf interested please email your resume (non-cleaning related totally fine!)    ""]","full-time","☯Tired of Boring Admin Work? Try Something New! $14-$19 ph+TIPS","2018-04-18 17:39","$14-$19 PER HOUR + TIPS","https://sandiego.craigslist.org/csd/ofc/d/tired-of-boring-admin-work/6565117703.html"
"[""\n        "",""\nOutstanding biotech company has an immediate need for a Human Resources Assistant. "",""\nThe Human Resources Assistant provides recruiting and new hire onboarding support, HRIS data entry and provides general administrative support for the HR department.  "",""\n"",""\nResponsibilities:"",""\n"",""\n•\tRecruiting:"",""\no\tCoordinates the posting of job openings on various websites."",""\no\tCoordinates and schedules candidate interviews."",""\no\tMay assist with reference checking"",""\no\tInterfaces with candidates and new hires on a frequent basis."",""\n"",""\n•\tHR Support:"",""\no\tHas primary responsibility for HR data entry."",""\no\tCreates and accurately maintains employee personnel files."",""\no\tAssists with content creation for HR intranet site"",""\n "",""\nRequirements:"",""\n•\tHigh School diploma; college degree preferred.  Equivalent combination of education and applicable job experience may be considered.  "",""\n•\tMinimum 3 years demonstrated administrative support success in a fast paced environment."",""\n•\t1-2 years of Human Resources Coordinator experience preferred; experience with recruitment support is beneficial.  "",""\n•\tProficient in MS Office"",""\n•\tExperience with HRIS and Applicant Tracking Systems beneficial. Taleo preferred."",""\n•\tSolid Outlook Calendaring experience."",""\n•\tHigh level of customer service and organizational skills."",""\n•\tStrong interpersonal and problem-solving skills and excellent verbal and written communication skills are required."",""\n•\tDetail and process oriented.  "",""\n•\tWork experience in the biotech/pharmaceutical industry is highly desired."",""\n•\tProfessional, shows discretion and confidentiality with strong work ethic."",""\n•\tDiplomatic in communication style, verbal and written and exceptional customer service skills."",""\n"",""\nMon-Fri, 8:30 am - 5:00 pm"",""\n"",""\nQualified candidates please submit your resume as a Word document (preferred) for immediate consideration. "",""\n"",""\n"",""\n    ""]","contract","Human Resources Assistant","2018-04-18 19:25","$18-20/hr","https://sandiego.craigslist.org/csd/ofc/d/human-resources-assistant/6565183754.html"
"[""\n        "",""\nSeeking candidates to fill position of Experienced Business Office Manager for Skilled Nursing Facility in San Diego. "",""\n"",""\nResponsibilities Include: "",""\n•       Responsible for Medicare, HMO and private billing and follow-up.   "",""\n•\tResponsible for five business day month-end closing procedures: post charges/ancillaries, Triple Check, bill Medicare, process month-end closing reports, etc. "",""\n•\tResponsible for meeting Accounts Receivable aging goals on 120+ balances. "",""\n•\tSupervise Medi-Cal billing, co-insurance billing, CIF's, Appeals, TAR's, etc.  "",""\n•\tSupervise Accounts Payable, Payroll and Receptionists "",""\n•\tMaintain patient privacy and follow all HIPAA laws and other facility policies"",""\n•\tResponsibilities may also include maintaining and balancing resident trust account, filing, scanning and other general office tasks. "",""\n "",""\nRequirements "",""\n•\tPrevious experience as SNF Business Office Manager is required. "",""\n•\tPrevious experience billing Medicare, HMO, Medi-Cal, Managed Care Medi-Cal and Private payor sources for SNF level of care is preferred.  "",""\n•\tComputer experience is required. "",""\n•\tKnowledge of Medicare, Medi-Cal and HMO billing requirements and procedures is required."",""\n"",""\nWe offer competitive salary and great benefits - including 401K, holidays, vacation/sick time, medical, dental, vision and life insurance."",""\n    ""]","full-time","Business Office Manager - Skilled Nursing Facility - Medical Billing","2018-04-18 19:45","Commensurate with Experience","https://sandiego.craigslist.org/csd/ofc/d/business-office-manager/6565194511.html"
"[""\n        "",""\nEstimated Start Date: ASAP"",""\nPLEASE DO NOT APPLY UNLESS YOU MEET THE FOLLOWING CONDITIONS:"",""\n1.\tHeavy Order Entry Experience."",""\n2.\tStock/Inventory Experience."",""\n3.\tClaims Experience."",""\n4.\tSome Accounting Experience (AR-AP)"",""\n5.\tQuickbooks Background preferred."",""\n6.\tExcellent Customer Service Skills (email/phones)."",""\n"",""\n"",""\nConsumer goods designer, importer, and distributor located near Miramar looking for a motivated full-time employee to be a part of our growing business."",""\n"",""\nJob Description:"",""\n•\tAssist with processing customer orders; submitting orders into order entry system accurately and working closely with warehouse and other staff to fulfill orders to customers."",""\n•\tUnderstanding customers detailed shipping requirements and ensuring the instructions are properly conveyed to warehouse."",""\n•\tSetting up and printing UPS or FEDEX shipping labels in volume."",""\n•\tAssist with processing customer claims and returns."",""\n•\tAct as customer service person answering customer phone inquiries always and answering by email, doing what is necessary "",""\n        to provide an outstanding customer service experience to our customers."",""\n•\tSetting up new accounts."",""\n•\tRun Daily Reports and distributing to Management"",""\n•\tAnswer phones and direct calls to other staff members"",""\n•\tFiling paperwork into physical files as well as electronically."",""\n•\tGeneral office duties as requested by other staff members."",""\n"",""\nSkills/Qualifications:"",""\n•\tData Entry, must be enter data quickly and accurately - PLUS: knowing how to navigate between programs using shortcuts "",""\n        and hot keys"",""\n•\tDocumentation Skills, Verbal Communication, Written Communication, Dependability, Attention to Detail"",""\n•\tThe ability to Multi Tasks and work through a set amount of work at a fast pace with efficiency"",""\n•\tCustomer Service Experience"",""\n•\tExcellent computer proficiency, good with email, proficient in MS Word, Excel, and Outlook"",""\n"",""\nHours:"",""\n•\tMonday to Friday 7:30AM -- 4:30PM (8 hrs/day + 60 min lunch break)"",""\n•\tOvertime maybe required during peak season"",""\n"",""\nCompensation: "",""\n•\t$16/hr"",""\n•\tMedical benefits (available if full time)"",""\n•\tPaid Time Off"",""\n    ""]","full-time","Orders Associate","2018-04-18 20:45","$18/hr + benefits","https://sandiego.craigslist.org/csd/ofc/d/orders-associate/6565221330.html"
"[""\n        "",""\nLooking for an executive assistant for the CEO, responsibilities varies "",""\n1. Organizing her paperwork"",""\n2. Lightwork shipping"",""\n3. Helping in the lab"",""\n4. Talking with customers "",""\n5. Running errands "",""\n6. Some light travel might be in place"",""\n7. Personal errands"",""\n8. Inventory on her lab"",""\n9. And more, be able to hear multiple hats"",""\n10. Bilingual a plus but not necessary. "",""\n11. Some light accounting, experience in QuickBooks a plus if not I can train"",""\n"",""\nWhen we have tradeshows you might be going, you have the option of making commission on sales of you wish to sell."",""\n"",""\nRequirements "",""\n1. Have your own transportation"",""\n2. Loyal, discrete "",""\n3. On time"",""\n4. Reliable "",""\n5. Multi tasker "",""\n6. Goes beyond her responsibility,  makes the company like her own , this person is proud of where she works in."",""\n7. Good customer service"",""\n8. Can follow directions"",""\n9. Clean and organized"",""\n10. Fast learner and fast worker"",""\n"",""\nHours "",""\nM - F "",""\n8:00am - 4:30pm "",""\nOpen to some overtime if needed . "",""\n"",""\nNEED SOMEONE TO START ASAP  PLEASE SEND US AN EMAIL WITH YOUR RESUME AND A PARAGRAPH OF WHY YOU WOULD BE THE BEST FIT FOR THIS JOB."",""\n"",""\n"",""\n    ""]","full-time","Cbd company looking for an executive assistant","2018-04-19 06:12","12/hr plus commission if interested","https://sandiego.craigslist.org/nsd/ofc/d/cbd-company-looking-for-an/6565363983.html"
"[""\n        "",""\nLOBBY RECEPTIONIST OFFICER"",""\nSCIS is one of the top employers in the security industry, developing you as a security specialist, or benefiting from our training and education as well as designing your own security career plan."",""\n\t"",""\nHIRING BONUS of $500.00"",""\n1) $500 New Hire Bonus: ($200 paid after successful completion of Orientation and the first week at the site; $300 after 90 days)"",""\n"",""\nImmediate openings in the Rancho Bernardo:"",""\nLOBBY RECEPTIONIST OFFICER NEEDED-Full Time- $12.77 an Hour, Monday- Friday "",""\nMinimum Requirements: "",""\n"",""\n1-2+ Years Experience Preferred "",""\nMust be a citizen of the United States."",""\nMust have a high school diploma/GED "",""\nMust have a reliable means of transportation"",""\nMust be able to pass a drug screen and background check "",""\nGREAT BENEFITS! "",""\n"",""\nMedical, Dental, Vision, and 401K "",""\nFree Uniforms "",""\nOpportunities for advancement and MORE!! "",""\n"",""\nPlease apply online at www.scisjobs.com and select the Search Jobs, under All Location select CA San Diego.  "",""\nOnce your application has been submitted and reviewed you should receive a response in 2-3 working days. "",""\n"",""\nEOE/Minorities/Females/Vets/Disabilities"",""\nCA PPO#14508"",""\n    ""]","full-time","LOBBY RECEPTIONIST","2018-04-19 06:53","$12.77","https://sandiego.craigslist.org/nsd/ofc/d/lobby-receptionist/6565398184.html"
"[""\n        "",""\nReproductive Law Center is a cutting-edge fertility law firm located in La Mesa, CA.  Our law practice is dedicated to assisted parenthood and family formation (parental rights) law. We serve all types of potential parents, including those with non-traditional families."",""\n"",""\nYour responsibilities may include:"",""\n-Client database management;"",""\n-Client communications (written and verbal);"",""\n-Full cycle Case Management including client intake and contracts;"",""\n-Other duties as assigned."",""\n"",""\nMinimum Requirements:"",""\n-Fluency in both English and Mandarin Chinese (both written and spoken) is required;"",""\n-Two years experience in a similar administrative support role (paralegal or legal assistant experience preferred but not required);"",""\n-Strong oral and written communication skills;"",""\n-Detailed oriented and ability to multi-task;"",""\n-Motivated self-starter who is able to work with little direct supervision;"",""\n-Bachelor's degree or Paralegal certificate is preferred;"",""\n-Proficiency in Microsoft Office (Word, Outlook and Excel), as well as Adobe Acrobat is required;"",""\n-Experience with HotDocs (or similar document assembly system), Time Matters (or similar) customer database systems and invoicing in QuickBooks is preferred."",""\n"",""\nTo be considered for this opportunity, please forward your resume and cover letter via the provided link.  "",""\n"",""\n    ""]","full-time","Legal Assistant/Case Manager - Chinese Speaking","2018-04-19 08:08","DOE","https://sandiego.craigslist.org/csd/ofc/d/legal-assistant-case-manager/6565475614.html"
"[""\n        "",""\nWe are an eCommerce company in Escondido, well-established since 1995. We have a full-time position available in our Products Division as an eCommerce Account Specialist. The Products Division maintains and strategically grows the product line at our website and third-party marketplaces, establishes new supplier accounts, and meets/exceeds monthly department goals.\n"",""    ""]","full-time","eCommerce Account Specialist","2018-04-19 08:16","$13 to $14 per hour","https://sandiego.craigslist.org/nsd/ofc/d/ecommerce-account-specialist/6565485009.html"
